order_item_id,order_id,product_id,quantity,unit_price,line_amount
81,O27,P1,7,469.05,3283.35
82,O28,P49,9,73.22,658.98
83,O28,P44,10,353.45,3534.5
84,O28,P11,10,289.06,2890.6
85,O29,P33,7,58.24,407.68
86,O29,P6,3,193.03,579.09
87,O30,P46,7,449.32,3145.24
88,O30,P86,2,131.81,263.62
89,O30,P68,2,444.55,889.1
90,O30,P49,10,441.82,4418.2
91,O30,P74,8,355.84,2846.72
92,O31,P69,9,62.17,559.53
93,O31,P73,10,400.69,4006.9
94,O32,P14,3,377.53,1132.59
95,O32,P19,1,36.39,36.39
96,O32,P97,4,488.58,1954.32
97,O32,P95,9,168.83,1519.47
98,O33,P74,5,483.99,2419.95
99,O33,P25,6,483.09,2898.54
100,O33,P54,1,405.16,405.16
101,O33,P80,10,414.01,4140.1
102,O34,P23,5,31.03,155.15
103,O34,P74,3,112.45,337.35
104,O34,P15,8,56.32,450.56
105,O34,P96,10,454.51,4545.1
106,O34,P53,9,287.98,2591.82
107,O35,P49,3,335.02,1005.06
108,O35,P81,9,345.19,3106.71
109,O36,P40,8,90.76,726.08
110,O37,P80,6,157.42,944.52
111,O37,P18,9,416.48,3748.32
112,O37,P63,7,421.58,2951.06
113,O37,P81,4,93.25,373.0
114,O38,P59,6,256.49,1538.94
115,O39,P92,10,135.29,1352.9
116,O39,P20,6,38.35,230.1
117,O39,P45,1,424.25,424.25
118,O39,P39,5,163.24,816.2
119,O39,P13,4,402.66,1610.64
120,O40,P82,2,442.24,884.48
121,O40,P36,3,102.03,306.09
122,O40,P11,9,356.14,3205.26
123,O40,P66,2,448.72,897.44
124,O40,P59,3,209.66,628.98
125,O41,P80,10,54.35,543.5
126,O42,P92,7,273.53,1914.71
127,O42,P57,8,160.4,1283.2
128,O42,P7,2,176.89,353.78
129,O42,P46,9,35.04,315.36
130,O42,P12,8,476.44,3811.52
131,O43,P74,3,191.47,574.41
132,O43,P64,1,224.8,224.8
133,O44,P52,7,176.02,1232.14
134,O45,P31,1,17.71,17.71
135,O46,P50,6,242.15,1452.9
136,O46,P47,1,460.34,460.34
137,O47,P52,3,412.81,1238.43
138,O47,P6,2,366.82,733.64
139,O47,P63,6,355.04,2130.24
140,O47,P16,2,60.3,120.6
141,O47,P84,2,171.44,342.88
142,O48,P37,6,455.08,2730.48
143,O48,P43,9,417.31,3755.79
144,O49,P31,4,19.76,79.04
145,O50,P60,2,90.17,180.34
146,O50,P24,9,114.97,1034.73
147,O50,P2,8,33.46,267.68
148,O51,P58,6,454.05,2724.3
149,O51,P18,7,349.69,2447.83
150,O52,P76,2,76.36,152.72
151,O52,P35,9,53.63,482.67
152,O53,P86,9,108.92,980.28
153,O53,P98,6,348.74,2092.44
154,O53,P83,2,424.19,848.38
155,O53,P35,7,165.53,1158.71
156,O54,P22,6,301.7,1810.2
157,O54,P69,6,51.72,310.32
158,O54,P57,5,23.7,118.5
159,O54,P60,8,44.69,357.52
160,O55,P38,3,243.87,731.61
161,O55,P67,6,366.44,2198.64
162,O55,P93,1,484.33,484.33
163,O55,P73,2,442.79,885.58
164,O56,P12,7,378.84,2651.88
165,O56,P26,9,88.67,798.03
166,O57,P89,2,148.03,296.06
167,O57,P68,1,259.59,259.59
168,O57,P9,3,290.15,870.45
169,O57,P56,5,388.19,1940.95
170,O58,P65,9,28.76,258.84
171,O58,P15,10,244.44,2444.4
172,O58,P47,9,136.35,1227.15
173,O59,P79,6,16.78,100.68
174,O59,P91,3,420.03,1260.09
175,O59,P3,8,396.82,3174.56
176,O59,P90,4,314.57,1258.28
177,O60,P99,2,138.46,276.92
178,O60,P34,4,310.71,1242.84
179,O60,P10,3,272.36,817.08
180,O61,P48,10,30.35,303.5
181,O61,P76,1,495.93,495.93
182,O61,P21,6,398.96,2393.76
183,O62,P66,5,95.03,475.15
184,O62,P55,9,237.71,2139.39
185,O62,P37,9,492.96,4436.64
186,O63,P8,10,416.78,4167.8
187,O63,P53,6,403.83,2422.98
188,O64,P67,3,371.99,1115.97
189,O64,P26,2,480.56,961.12
190,O64,P65,5,365.03,1825.15
191,O65,P94,7,90.32,632.24
192,O65,P57,7,488.15,3417.05
193,O65,P15,2,139.02,278.04
194,O65,P90,8,436.5,3492.0
195,O66,P5,8,49.99,399.92
196,O66,P16,4,154.71,618.84
197,O67,P25,6,159.65,957.9
198,O67,P64,2,288.88,577.76
199,O67,P94,8,248.99,1991.92
200,O67,P41,1,196.18,196.18
201,O68,P54,1,293.67,293.67
202,O68,P83,1,454.86,454.86
203,O68,P19,7,458.71,3210.97
204,O68,P61,9,420.19,3781.71
205,O69,P41,7,206.14,1442.98
206,O70,P39,2,497.04,994.08
207,O70,P46,8,413.56,3308.48
208,O70,P69,10,272.02,2720.2
209,O71,P54,6,123.53,741.18
210,O72,P22,1,406.5,406.5
211,O73,P71,1,442.91,442.91
212,O73,P79,4,61.07,244.28
213,O73,P95,3,283.11,849.33
214,O73,P94,10,472.43,4724.3
215,O74,P90,10,253.47,2534.7
216,O75,P94,10,339.85,3398.5
217,O75,P23,7,119.75,838.25
218,O75,P84,5,166.63,833.15
219,O75,P19,2,22.83,45.66
220,O76,P42,2,41.44,82.88
221,O76,P32,7,181.79,1272.53
222,O76,P10,3,58.54,175.62
223,O76,P21,10,120.67,1206.7
224,O76,P35,6,388.42,2330.52
225,O77,P66,1,40.75,40.75
226,O77,P18,9,72.72,654.48
227,O77,P10,1,327.92,327.92
228,O77,P43,7,68.5,479.5
229,O78,P26,8,363.57,2908.56
230,O78,P56,2,255.72,511.44
231,O78,P64,10,345.63,3456.3
232,O78,P58,5,451.45,2257.25
233,O79,P43,10,149.03,1490.3
234,O79,P71,8,281.37,2250.96
235,O80,P75,8,469.53,3756.24
236,O80,P26,6,350.01,2100.06
237,O81,P18,3,92.15,276.45
238,O81,P63,8,87.09,696.72
239,O81,P7,6,491.63,2949.78
240,O81,P11,2,449.99,899.98
241,O82,P80,3,54.78,164.34
242,O82,P54,6,181.45,1088.7
243,O83,P69,4,57.34,229.36
244,O83,P12,5,238.19,1190.95
245,O83,P33,2,307.93,615.86
246,O83,P42,6,11.99,71.94
247,O84,P85,5,135.69,678.45
248,O84,P54,3,124.65,373.95
249,O84,P92,7,288.97,2022.79
250,O85,P0,8,439.12,3512.96
251,O85,P12,5,363.74,1818.7
252,O85,P43,2,412.75,825.5
253,O85,P14,8,415.71,3325.68
254,O86,P95,8,286.65,2293.2
255,O86,P98,3,371.83,1115.49
256,O86,P56,9,338.04,3042.36
257,O87,P37,3,368.65,1105.95
258,O87,P77,4,36.17,144.68
259,O88,P40,10,112.92,1129.2
260,O89,P65,8,46.39,371.12
261,O90,P84,10,114.97,1149.7
262,O90,P92,7,475.68,3329.76
263,O90,P34,2,228.41,456.82
264,O91,P37,3,96.19,288.57
265,O91,P25,10,399.28,3992.8
266,O92,P84,7,87.78,614.46
267,O93,P5,5,345.78,1728.9
268,O93,P77,5,390.59,1952.95
269,O94,P54,4,405.1,1620.4
270,O94,P88,6,168.68,1012.08
271,O94,P40,6,273.57,1641.42
272,O95,P53,2,133.23,266.46
273,O95,P29,5,66.32,331.6
274,O95,P49,1,186.86,186.86
275,O95,P9,7,156.11,1092.77
276,O95,P56,1,175.27,175.27
277,O96,P13,2,473.55,947.1
278,O96,P52,3,265.15,795.45
279,O96,P14,10,425.14,4251.4
280,O97,P80,6,281.72,1690.32
281,O97,P61,5,234.47,1172.35
282,O97,P23,1,450.26,450.26
283,O97,P20,4,274.87,1099.48
284,O97,P38,8,297.03,2376.24
285,O98,P57,1,262.11,262.11
286,O98,P97,7,20.53,143.71
287,O98,P87,6,302.82,1816.92
288,O98,P80,8,151.24,1209.92
289,O99,P69,10,496.01,4960.1
290,O99,P98,6,119.93,719.58
291,O99,P15,10,299.99,2999.9
292,O99,P62,4,381.72,1526.88
293,O99,P92,6,420.65,2523.9
294,O100,P13,10,218.98,2189.8
295,O101,P42,1,50.8,50.8
296,O102,P5,2,415.65,831.3
297,O102,P7,5,37.47,187.35
298,O102,P23,6,352.38,2114.28
299,O102,P79,7,441.36,3089.52
300,O102,P12,5,78.38,391.9
301,O103,P38,5,401.28,2006.4
302,O103,P96,3,411.09,1233.27
303,O103,P39,2,60.61,121.22
304,O103,P60,9,244.6,2201.4
305,O103,P2,8,133.87,1070.96
306,O104,P61,2,332.35,664.7
307,O104,P41,5,343.51,1717.55
308,O105,P87,2,444.92,889.84
309,O105,P67,5,227.14,1135.7
310,O105,P64,6,365.27,2191.62
311,O105,P8,4,73.15,292.6
312,O105,P55,5,259.22,1296.1
313,O106,P68,3,175.59,526.77
314,O106,P61,1,185.05,185.05
315,O106,P90,4,110.52,442.08
316,O107,P54,7,339.47,2376.29
317,O107,P11,5,382.49,1912.45
318,O107,P32,7,309.26,2164.82
319,O108,P12,6,78.79,472.74
320,O108,P34,1,48.6,48.6
321,O108,P29,1,72.68,72.68
322,O109,P62,10,198.19,1981.9
323,O109,P40,10,89.73,897.3
324,O109,P29,1,178.23,178.23
325,O109,P42,4,262.56,1050.24
326,O110,P87,8,468.26,3746.08
327,O110,P84,5,48.14,240.7
328,O110,P82,8,366.91,2935.28
329,O110,P17,5,269.51,1347.55
330,O110,P98,10,244.3,2443.0
331,O111,P31,3,354.57,1063.71
332,O111,P28,2,322.22,644.44
333,O111,P27,10,487.4,4874.0
334,O111,P21,9,50.38,453.42
335,O111,P42,2,403.68,807.36
336,O112,P32,4,262.94,1051.76
337,O112,P92,4,39.04,156.16
338,O112,P33,7,468.11,3276.77
339,O112,P21,9,230.89,2078.01
340,O112,P47,3,317.04,951.12
341,O113,P89,3,270.79,812.37
342,O113,P87,3,478.07,1434.21
343,O113,P29,9,155.39,1398.51
344,O113,P83,5,186.98,934.9
345,O114,P35,2,207.0,414.0
346,O114,P21,9,443.08,3987.72
347,O114,P54,3,389.51,1168.53
348,O114,P29,4,204.46,817.84
349,O115,P55,7,477.17,3340.19
350,O115,P69,10,21.85,218.5
351,O115,P17,1,428.59,428.59
352,O115,P24,5,377.75,1888.75
353,O115,P64,3,441.04,1323.12
354,O116,P3,1,124.18,124.18
355,O116,P26,6,273.99,1643.94
356,O116,P31,8,209.4,1675.2
357,O116,P11,7,394.93,2764.51
358,O116,P29,1,460.43,460.43
359,O117,P91,4,19.23,76.92
360,O117,P64,7,418.13,2926.91
361,O117,P99,3,20.12,60.36
362,O117,P67,10,274.6,2746.0
363,O118,P24,6,104.57,627.42
364,O118,P99,8,300.49,2403.92
365,O118,P52,8,424.2,3393.6
366,O119,P50,3,348.89,1046.67
367,O119,P68,8,465.4,3723.2
368,O120,P79,8,384.31,3074.48
369,O120,P28,5,231.57,1157.85
370,O121,P3,5,85.53,427.65
371,O122,P12,2,346.53,693.06
372,O122,P50,7,451.96,3163.72
373,O122,P19,3,89.13,267.39
374,O122,P80,5,160.27,801.35
375,O123,P40,6,232.08,1392.48
376,O124,P90,9,421.58,3794.22
377,O124,P21,8,413.54,3308.32
378,O124,P96,3,362.74,1088.22
379,O125,P75,1,282.19,282.19
380,O125,P72,3,462.43,1387.29
381,O125,P89,8,178.28,1426.24
382,O126,P62,7,317.36,2221.52
383,O126,P8,2,261.35,522.7
384,O126,P25,7,365.32,2557.24
385,O126,P91,5,135.62,678.1
386,O126,P74,3,32.2,96.6
387,O127,P67,10,366.99,3669.9
388,O127,P45,3,449.38,1348.14
389,O127,P18,6,300.02,1800.12
390,O127,P48,5,27.59,137.95
391,O128,P65,3,488.23,1464.69
392,O128,P93,4,342.85,1371.4
393,O128,P59,2,290.71,581.42
394,O129,P20,4,122.68,490.72
395,O129,P61,1,149.41,149.41
396,O129,P89,1,69.99,69.99
397,O129,P91,4,379.82,1519.28
398,O129,P3,4,194.27,777.08
399,O130,P35,6,483.24,2899.44
400,O130,P55,10,473.95,4739.5
401,O131,P18,3,442.2,1326.6
402,O132,P4,9,349.39,3144.51
403,O132,P64,2,437.52,875.04
404,O133,P19,6,383.73,2302.38
405,O133,P77,5,112.91,564.55
406,O133,P88,4,23.36,93.44
407,O133,P2,4,474.17,1896.68
408,O133,P89,1,401.91,401.91
409,O134,P38,3,209.16,627.48
410,O134,P98,9,402.09,3618.81
411,O135,P99,5,406.92,2034.6
412,O135,P23,7,21.2,148.4
413,O136,P7,9,245.27,2207.43
414,O136,P78,6,239.69,1438.14
415,O136,P16,1,491.37,491.37
416,O136,P51,4,452.44,1809.76
417,O137,P8,9,434.21,3907.89
418,O137,P40,5,111.25,556.25
419,O137,P16,1,107.48,107.48
420,O137,P78,3,212.52,637.56
421,O138,P71,5,330.66,1653.3
422,O138,P64,6,403.72,2422.32
423,O138,P84,4,56.23,224.92
424,O139,P16,9,145.98,1313.82
425,O139,P69,8,438.52,3508.16
426,O140,P13,9,253.85,2284.65
427,O140,P56,2,69.13,138.26
428,O140,P60,2,349.99,699.98
429,O140,P66,5,294.75,1473.75
430,O140,P99,9,331.33,2981.97
431,O141,P96,3,105.69,317.07
432,O141,P26,8,483.96,3871.68
433,O141,P59,8,365.28,2922.24
434,O141,P2,3,305.23,915.69
435,O142,P22,10,351.49,3514.9
436,O142,P95,8,489.95,3919.6
437,O142,P96,8,341.87,2734.96
438,O143,P0,7,476.69,3336.83
439,O143,P98,6,490.26,2941.56
440,O143,P35,7,369.51,2586.57
441,O143,P85,6,185.81,1114.86
442,O144,P97,10,36.48,364.8
443,O145,P68,9,356.79,3211.11
444,O146,P74,10,357.27,3572.7
445,O147,P53,5,10.9,54.5
446,O147,P6,1,301.73,301.73
447,O147,P36,7,249.03,1743.21
448,O147,P65,1,388.65,388.65
449,O147,P2,5,476.01,2380.05
450,O148,P57,5,403.74,2018.7
451,O148,P25,3,445.43,1336.29
452,O148,P99,2,356.17,712.34
453,O148,P97,9,33.31,299.79
454,O148,P73,5,410.81,2054.05
455,O149,P74,9,96.23,866.07
456,O150,P65,3,81.86,245.58
457,O150,P36,10,50.31,503.1
458,O150,P41,7,81.43,570.01
459,O150,P79,3,178.5,535.5
460,O151,P76,5,189.22,946.1
461,O152,P68,9,123.19,1108.71
462,O152,P26,7,259.74,1818.18
463,O152,P17,1,73.52,73.52
464,O152,P3,8,169.46,1355.68
465,O152,P72,1,288.71,288.71
466,O153,P32,1,460.28,460.28
467,O154,P47,5,147.35,736.75
468,O154,P21,7,178.59,1250.13
469,O154,P25,3,26.99,80.97
470,O154,P98,5,269.14,1345.7
471,O155,P42,7,49.22,344.54
472,O155,P37,7,486.38,3404.66
473,O155,P50,4,150.35,601.4
474,O155,P65,1,366.35,366.35
475,O156,P23,3,238.73,716.19
476,O156,P85,5,37.62,188.1
477,O156,P9,4,360.93,1443.72
478,O157,P92,4,236.21,944.84
479,O157,P19,9,471.95,4247.55
480,O157,P28,8,351.6,2812.8
481,O157,P83,6,369.12,2214.72
482,O158,P86,5,220.67,1103.35
483,O158,P34,9,56.23,506.07
484,O158,P68,2,83.16,166.32
485,O158,P3,1,497.31,497.31
486,O158,P56,2,457.53,915.06
487,O159,P55,9,30.94,278.46
488,O159,P45,2,145.31,290.62
489,O159,P76,5,386.44,1932.2
490,O159,P48,3,353.97,1061.91
491,O160,P32,3,483.79,1451.37
492,O161,P57,10,113.91,1139.1
493,O161,P99,8,111.64,893.12
494,O162,P78,5,201.81,1009.05
495,O162,P0,10,45.65,456.5
496,O163,P96,3,79.31,237.93
497,O163,P87,2,154.49,308.98
498,O163,P68,6,191.89,1151.34
499,O163,P41,9,108.57,977.13
500,O164,P65,9,415.53,3739.77
501,O165,P30,4,114.72,458.88
502,O165,P79,3,443.45,1330.35
503,O165,P82,10,338.55,3385.5
504,O165,P4,2,403.68,807.36
505,O166,P43,6,432.9,2597.4
506,O166,P1,6,65.11,390.66
507,O166,P24,5,105.71,528.55
508,O166,P58,10,18.74,187.4
509,O167,P0,1,76.75,76.75
510,O167,P42,6,437.58,2625.48
511,O167,P71,7,208.66,1460.62
512,O167,P91,2,169.7,339.4
513,O168,P24,9,365.47,3289.23
514,O168,P69,4,236.28,945.12
515,O168,P97,6,438.95,2633.7
516,O169,P10,1,407.64,407.64
517,O169,P96,3,269.53,808.59
518,O169,P19,5,255.9,1279.5
519,O170,P98,3,258.74,776.22
520,O171,P76,2,320.93,641.86
521,O171,P25,1,115.69,115.69
522,O171,P93,4,62.59,250.36
523,O171,P2,5,209.73,1048.65
524,O172,P74,5,302.96,1514.8
525,O172,P44,6,277.93,1667.58
526,O172,P67,10,84.15,841.5
527,O172,P92,7,175.72,1230.04
528,O173,P22,9,69.21,622.89
529,O173,P36,8,250.73,2005.84
530,O173,P74,7,62.96,440.72
531,O173,P51,8,37.41,299.28
532,O174,P51,1,323.58,323.58
533,O174,P37,4,417.28,1669.12
534,O175,P4,5,303.68,1518.4
535,O175,P99,4,168.78,675.12
536,O176,P75,5,263.51,1317.55
537,O176,P87,3,240.63,721.89
538,O176,P88,2,149.0,298.0
539,O176,P31,5,254.39,1271.95
540,O177,P92,5,451.53,2257.65
541,O178,P49,2,495.12,990.24
542,O178,P73,9,52.21,469.89
543,O178,P80,4,206.3,825.2
544,O179,P3,5,296.17,1480.85
545,O179,P30,4,429.02,1716.08
546,O180,P85,10,475.76,4757.6
547,O180,P21,8,106.37,850.96
548,O180,P63,9,173.97,1565.73
549,O180,P2,3,86.03,258.09
550,O181,P10,8,303.0,2424.0
551,O181,P13,10,154.98,1549.8
552,O181,P53,2,309.95,619.9
553,O181,P67,8,185.24,1481.92
554,O181,P23,9,281.79,2536.11
555,O182,P83,1,262.46,262.46
556,O182,P66,2,45.69,91.38
557,O183,P7,10,113.13,1131.3
558,O184,P52,1,120.61,120.61
559,O184,P3,8,205.88,1647.04
560,O185,P87,8,297.51,2380.08
561,O185,P35,4,435.79,1743.16
562,O186,P5,9,182.07,1638.63
563,O187,P51,7,138.23,967.61
564,O187,P63,10,45.44,454.4
565,O187,P78,1,79.73,79.73
566,O188,P25,10,497.85,4978.5
567,O188,P65,6,354.64,2127.84
568,O188,P36,10,134.0,1340.0
569,O188,P80,4,34.17,136.68
570,O188,P10,7,227.29,1591.03
571,O189,P78,5,143.7,718.5
572,O189,P31,2,369.63,739.26
573,O189,P34,5,26.29,131.45
574,O189,P85,2,114.82,229.64
575,O189,P65,3,247.39,742.17
576,O190,P53,4,446.98,1787.92
577,O191,P80,6,442.94,2657.64
578,O191,P92,9,398.71,3588.39
579,O192,P65,3,467.97,1403.91
580,O192,P23,9,11.51,103.59
581,O192,P62,1,240.66,240.66
582,O192,P99,1,122.45,122.45
583,O192,P67,2,204.08,408.16
584,O193,P48,6,308.09,1848.54
585,O193,P9,10,113.88,1138.8
586,O194,P29,6,439.74,2638.44
587,O194,P87,9,179.84,1618.56
588,O194,P73,5,428.31,2141.55
589,O194,P60,10,54.78,547.8
590,O194,P75,6,458.86,2753.16
591,O195,P2,4,115.16,460.64
592,O195,P9,6,238.08,1428.48
593,O195,P35,4,119.19,476.76
594,O196,P37,5,252.53,1262.65
595,O196,P26,1,253.65,253.65
596,O197,P67,5,143.2,716.0
597,O198,P20,5,492.56,2462.8
598,O198,P6,5,110.15,550.75
599,O199,P60,8,475.81,3806.48
600,O199,P88,6,159.52,957.12
601,O199,P28,5,410.74,2053.7
602,O199,P8,6,401.3,2407.8
603,O199,P18,8,426.93,3415.44
604,O200,P78,4,418.81,1675.24
605,O200,P80,9,468.88,4219.92
606,O201,P14,1,32.32,32.32
607,O201,P87,10,175.98,1759.8
608,O201,P94,3,84.15,252.45
609,O202,P72,2,409.89,819.78
610,O202,P63,9,15.14,136.26
611,O202,P35,3,37.54,112.62
612,O202,P20,5,295.97,1479.85
613,O203,P69,4,178.34,713.36
614,O204,P83,3,397.43,1192.29
615,O204,P60,2,348.39,696.78
616,O204,P49,6,371.64,2229.84
617,O204,P59,5,117.52,587.6
618,O204,P99,5,89.36,446.8
619,O205,P47,6,222.51,1335.06
620,O205,P5,6,375.51,2253.06
621,O206,P80,8,290.54,2324.32
622,O206,P83,1,309.07,309.07
623,O207,P55,10,393.81,3938.1
624,O207,P15,4,464.3,1857.2
625,O207,P36,2,55.16,110.32
626,O207,P61,4,233.46,933.84
627,O207,P86,2,443.88,887.76
628,O208,P4,6,386.12,2316.72
629,O209,P28,9,472.31,4250.79
630,O209,P31,8,343.71,2749.68
631,O209,P97,4,381.97,1527.88
632,O209,P2,1,170.81,170.81
633,O209,P53,9,248.99,2240.91
634,O210,P63,8,200.64,1605.12
635,O210,P69,2,415.5,831.0
636,O210,P75,9,412.44,3711.96
637,O211,P48,6,291.08,1746.48
638,O212,P70,1,276.9,276.9
639,O212,P33,9,32.85,295.65
640,O212,P13,10,378.74,3787.4
641,O213,P1,1,461.93,461.93
642,O213,P39,5,92.7,463.5
643,O213,P58,7,256.96,1798.72
644,O214,P52,2,409.02,818.04
645,O214,P61,8,279.88,2239.04
646,O214,P50,3,154.48,463.44
647,O215,P57,7,147.55,1032.85
648,O215,P53,3,85.14,255.42
649,O215,P29,7,417.76,2924.32
650,O215,P87,3,415.78,1247.34
651,O215,P41,2,155.87,311.74
652,O216,P29,9,41.29,371.61
653,O216,P32,1,59.9,59.9
654,O216,P56,3,462.08,1386.24
655,O216,P11,10,289.92,2899.2
656,O216,P10,6,116.95,701.7
657,O217,P6,8,39.6,316.8
658,O217,P8,1,312.2,312.2
659,O218,P93,10,144.72,1447.2
660,O218,P45,9,483.48,4351.32
661,O218,P20,6,118.4,710.4
662,O218,P43,6,16.37,98.22
663,O219,P67,10,400.65,4006.5
664,O219,P16,1,120.64,120.64
665,O219,P10,6,259.49,1556.94
666,O219,P6,8,181.01,1448.08
667,O219,P77,3,65.3,195.9
668,O220,P70,4,344.35,1377.4
669,O221,P3,7,226.61,1586.27
670,O221,P9,10,199.04,1990.4
671,O221,P86,7,352.88,2470.16
672,O222,P49,3,243.95,731.85
673,O222,P28,7,454.6,3182.2
674,O222,P37,9,383.01,3447.09
675,O223,P51,5,47.29,236.45
676,O223,P83,7,254.3,1780.1
677,O223,P80,10,208.26,2082.6
678,O223,P0,3,460.07,1380.21
679,O224,P21,5,362.73,1813.65
680,O224,P55,2,260.95,521.9
681,O224,P6,8,98.01,784.08
682,O224,P76,6,483.77,2902.62
683,O225,P12,5,175.53,877.65
684,O226,P82,5,133.3,666.5
685,O227,P15,3,492.92,1478.76
686,O227,P99,8,39.78,318.24
687,O227,P28,4,362.9,1451.6
688,O228,P55,6,122.8,736.8
689,O228,P53,7,62.75,439.25
690,O228,P74,2,210.95,421.9
691,O228,P70,7,163.32,1143.24
692,O228,P83,8,399.54,3196.32
693,O229,P73,1,433.28,433.28
694,O229,P5,4,460.43,1841.72
695,O230,P87,5,59.46,297.3
696,O230,P62,1,172.52,172.52
697,O230,P2,1,205.03,205.03
698,O231,P33,2,82.18,164.36
699,O231,P36,7,138.48,969.36
700,O232,P85,10,13.79,137.9
701,O232,P73,6,25.92,155.52
702,O232,P15,1,241.74,241.74
703,O233,P23,8,18.4,147.2
704,O233,P37,2,34.49,68.98
705,O233,P19,5,461.16,2305.8
706,O233,P95,6,164.04,984.24
707,O234,P54,3,12.89,38.67
708,O234,P6,4,168.69,674.76
709,O234,P53,7,420.83,2945.81
710,O234,P51,9,40.17,361.53
711,O234,P52,5,326.14,1630.7
712,O235,P67,3,27.54,82.62
713,O235,P50,8,176.13,1409.04
714,O236,P66,6,460.09,2760.54
715,O237,P48,10,303.19,3031.9
716,O238,P81,1,257.88,257.88
717,O238,P50,4,75.2,300.8
718,O238,P42,3,356.02,1068.06
719,O239,P31,6,431.86,2591.16
720,O239,P99,7,202.17,1415.19
721,O239,P47,4,300.25,1201.0
722,O239,P82,5,215.34,1076.7
723,O240,P74,7,56.86,398.02
724,O240,P0,5,97.87,489.35
725,O241,P64,8,259.85,2078.8
726,O241,P13,7,353.47,2474.29
727,O242,P35,9,240.8,2167.2
728,O243,P51,7,481.22,3368.54
729,O243,P79,1,128.71,128.71
730,O244,P65,6,453.81,2722.86
731,O244,P4,5,166.05,830.25
732,O244,P23,7,239.42,1675.94
733,O244,P96,3,349.66,1048.98
734,O245,P14,6,53.18,319.08
735,O246,P51,9,231.49,2083.41
736,O246,P32,7,236.44,1655.08
737,O246,P63,1,233.4,233.4
738,O247,P97,5,212.43,1062.15
739,O247,P1,10,418.84,4188.4
740,O247,P22,1,269.97,269.97
741,O248,P70,10,325.72,3257.2
742,O248,P15,9,52.75,474.75
743,O248,P54,8,238.96,1911.68
744,O249,P50,7,315.55,2208.85
745,O250,P91,3,183.77,551.31
746,O251,P88,10,182.9,1829.0
747,O252,P73,9,241.7,2175.3
748,O252,P47,7,56.37,394.59
749,O252,P84,8,315.33,2522.64
750,O253,P36,8,439.4,3515.2
751,O254,P21,9,348.19,3133.71
752,O254,P23,1,70.2,70.2
