order_item_id,order_id,product_id,quantity,unit_price,line_amount
1,O2000,P37,8,278.51,2228.08
1,O2000,P41,3,298.83,896.49
1,O2000,P64,6,210.97,1265.82
1,O2000,P85,4,469.43,1877.72
1,O2000,P53,4,326.55,1306.2
1,O2000,P40,2,114.14,228.28
1,O2000,P55,3,214.4,643.2
1,O2000,P78,2,494.97,989.94
1,O2000,P60,6,240.71,1444.26
1,O2000,P66,8,450.38,3603.04
1,O2000,P59,1,325.54,325.54
1,O2000,P54,10,457.43,4574.3
1,O2000,P49,2,375.3,750.6
1,O2000,P30,5,260.47,1302.35
1,O2000,P58,4,300.92,1203.68
1,O2000,P4,8,147.78,1182.24
1,O2000,P10,8,82.22,657.76
1,O2000,P14,3,74.1,222.3
1,O2000,P71,5,291.46,1457.3
1,O2000,P29,2,295.34,590.68
1,O2000,P2,8,12.57,100.56
1,O2000,P65,7,449.44,3146.08
1,O2000,P62,4,302.2,1208.8
1,O2000,P99,5,325.34,1626.7
1,O2000,P52,10,378.48,3784.8
1,O2000,P33,10,27.97,279.7
1,O2000,P35,1,145.77,145.77
1,O2000,P88,8,191.48,1531.84
1,O2000,P21,5,140.04,700.2
1,O2000,P61,2,245.8,491.6
1,O2000,P14,4,413.59,1654.36
1,O2000,P85,3,18.68,56.04
1,O2000,P13,9,184.01,1656.09
1,O2000,P38,9,312.55,2812.95
1,O2000,P72,8,113.16,905.28
1,O2000,P32,5,38.91,194.55
1,O2000,P92,3,458.44,1375.32
1,O2000,P93,5,46.01,230.05
1,O2000,P47,4,33.16,132.64
1,O2000,P54,5,387.18,1935.9
1,O2000,P12,9,53.1,477.9
1,O2000,P92,1,360.99,360.99
1,O2000,P75,8,161.51,1292.08
1,O2000,P27,4,48.3,193.2
1,O2000,P1,10,491.4,4914.0
1,O2000,P25,5,378.99,1894.95
1,O2000,P90,1,471.27,471.27
1,O2000,P97,4,338.86,1355.44
1,O2000,P18,8,310.03,2480.24
1,O2000,P94,3,110.66,331.98
1,O2000,P20,2,182.16,364.32
1,O2000,P19,10,83.94,839.4
1,O2000,P27,6,461.56,2769.36
1,O2000,P79,7,385.43,2698.01
1,O2000,P21,5,493.89,2469.45
1,O2000,P48,2,465.87,931.74
1,O2000,P27,2,85.59,171.18
1,O2000,P40,9,299.31,2693.79
1,O2000,P18,5,309.86,1549.3
1,O2000,P52,1,395.08,395.08
1,O2000,P79,4,461.29,1845.16
1,O2000,P67,8,163.95,1311.6
1,O2000,P18,6,361.35,2168.1
1,O2000,P82,8,180.04,1440.32
1,O2000,P16,3,308.8,926.4
1,O2000,P59,10,344.35,3443.5
1,O2000,P42,6,184.24,1105.44
1,O2000,P87,7,471.77,3302.39
1,O2000,P27,4,171.63,686.52
1,O2000,P20,10,265.5,2655.0
1,O2000,P29,7,302.99,2120.93
1,O2000,P5,6,347.47,2084.82
1,O2000,P1,4,147.9,591.6
1,O2000,P4,7,173.98,1217.86
1,O2000,P55,2,234.59,469.18
1,O2000,P82,1,378.56,378.56
1,O2000,P14,5,479.7,2398.5
1,O2000,P15,3,152.05,456.15
1,O2000,P67,5,55.36,276.8
1,O2000,P7,1,13.71,13.71
1,O2000,P23,8,32.96,263.68
1,O2000,P21,9,165.4,1488.6
1,O2000,P78,9,59.75,537.75
1,O2000,P50,5,94.43,472.15
1,O2000,P34,7,380.46,2663.22
1,O2000,P60,3,277.31,831.93
1,O2000,P4,8,492.16,3937.28
1,O2000,P40,4,390.0,1560.0
1,O2000,P69,1,305.17,305.17
1,O2000,P44,6,189.85,1139.1
1,O2000,P35,6,309.65,1857.9
1,O2000,P70,3,358.53,1075.59
1,O2000,P63,8,223.18,1785.44
1,O2000,P55,1,164.63,164.63
1,O2000,P7,7,306.47,2145.29
1,O2000,P1,5,169.05,845.25
1,O2000,P60,6,211.07,1266.42
1,O2000,P53,4,386.63,1546.52
1,O2000,P40,2,120.94,241.88
1,O2000,P7,2,460.0,920.0
1,O2000,P66,10,26.08,260.8
1,O2000,P86,9,440.94,3968.46
1,O2000,P31,8,399.58,3196.64
1,O2000,P34,9,301.43,2712.87
1,O2000,P45,10,415.68,4156.8
1,O2000,P8,3,367.2,1101.6
1,O2000,P88,10,226.05,2260.5
1,O2000,P41,2,433.41,866.82
1,O2000,P19,2,318.4,636.8
1,O2000,P5,8,208.34,1666.72
1,O2000,P24,9,361.35,3252.15
1,O2000,P46,8,151.34,1210.72
1,O2000,P45,3,30.94,92.82
1,O2000,P96,6,440.65,2643.9
1,O2000,P60,4,371.52,1486.08
1,O2000,P51,7,370.9,2596.3
1,O2000,P43,9,104.78,943.02
1,O2000,P86,7,333.91,2337.37
1,O2000,P1,7,186.53,1305.71
1,O2000,P33,8,356.98,2855.84
1,O2000,P96,8,32.45,259.6
1,O2000,P16,10,261.44,2614.4
1,O2000,P43,5,71.96,359.8
1,O2000,P37,4,84.9,339.6
1,O2000,P50,2,292.11,584.22
1,O2000,P74,3,293.68,881.04
1,O2000,P27,5,369.83,1849.15
1,O2000,P31,9,249.53,2245.77
1,O2000,P78,8,10.6,84.8
1,O2000,P10,2,100.61,201.22
1,O2000,P68,8,188.07,1504.56
1,O2000,P59,7,71.23,498.61
1,O2000,P45,7,135.57,948.99
1,O2000,P21,10,484.1,4841.0
1,O2000,P33,8,351.12,2808.96
1,O2000,P86,10,152.35,1523.5
1,O2000,P91,1,51.35,51.35
1,O2000,P94,8,478.14,3825.12
1,O2000,P9,3,357.09,1071.27
1,O2000,P26,10,136.87,1368.7
1,O2000,P56,9,308.73,2778.57
1,O2000,P76,1,306.55,306.55
1,O2000,P69,5,375.63,1878.15
1,O2000,P97,7,156.9,1098.3
1,O2000,P85,5,426.6,2133.0
1,O2000,P21,2,313.47,626.94
1,O2000,P64,3,451.13,1353.39
1,O2000,P56,8,370.98,2967.84
1,O2000,P51,10,499.33,4993.3
1,O2000,P95,3,275.66,826.98
1,O2000,P3,10,453.78,4537.8
1,O2000,P49,7,139.55,976.85
1,O2000,P9,9,488.64,4397.76
1,O2000,P47,4,490.7,1962.8
1,O2000,P0,6,466.03,2796.18
1,O2000,P97,5,50.54,252.7
1,O2000,P7,2,244.98,489.96
1,O2000,P59,7,49.76,348.32
1,O2000,P70,2,333.61,667.22
1,O2000,P89,2,260.03,520.06
1,O2000,P88,3,198.37,595.11
1,O2000,P28,1,386.85,386.85
1,O2000,P41,9,207.47,1867.23
1,O2000,P71,9,178.95,1610.55
1,O2000,P47,2,84.91,169.82
1,O2000,P94,3,462.36,1387.08
1,O2000,P72,2,415.31,830.62
1,O2000,P66,8,47.35,378.8
1,O2000,P99,9,327.53,2947.77
1,O2000,P26,5,373.43,1867.15
1,O2000,P4,2,347.72,695.44
1,O2000,P46,8,475.5,3804.0
1,O2000,P56,3,412.87,1238.61
1,O2000,P27,9,373.91,3365.19
1,O2000,P55,10,117.03,1170.3
1,O2000,P99,6,323.52,1941.12
1,O2000,P28,10,256.5,2565.0
1,O2000,P70,10,430.33,4303.3
1,O2000,P19,5,411.07,2055.35
1,O2000,P38,5,311.75,1558.75
1,O2000,P7,10,474.0,4740.0
1,O2000,P63,6,162.06,972.36
1,O2000,P77,9,185.33,1667.97
1,O2000,P47,1,111.59,111.59
1,O2000,P27,3,402.32,1206.96
1,O2000,P26,10,125.18,1251.8
1,O2000,P41,7,318.0,2226.0
1,O2000,P69,4,459.02,1836.08
1,O2000,P5,1,189.86,189.86
1,O2000,P11,6,426.93,2561.58
1,O2000,P96,3,436.82,1310.46
1,O2000,P16,7,403.34,2823.38
1,O2000,P86,6,492.31,2953.86
1,O2000,P20,5,395.25,1976.25
1,O2000,P63,8,83.55,668.4
1,O2000,P74,10,217.53,2175.3
1,O2000,P54,2,249.38,498.76
1,O2000,P64,7,301.95,2113.65
1,O2000,P14,10,229.46,2294.6
1,O2000,P83,8,289.92,2319.36
1,O2000,P91,9,130.0,1170.0
1,O2000,P88,5,26.93,134.65
1,O2000,P18,8,41.66,333.28
1,O2000,P33,7,20.4,142.8
1,O2000,P44,10,322.24,3222.4
1,O2000,P34,4,99.57,398.28
1,O2000,P82,5,18.68,93.4
1,O2000,P0,7,257.77,1804.39
1,O2000,P51,2,342.16,684.32
1,O2000,P24,4,308.86,1235.44
1,O2000,P79,3,204.4,613.2
1,O2000,P10,10,495.19,4951.9
1,O2000,P96,1,409.85,409.85
1,O2000,P92,1,392.87,392.87
1,O2000,P87,8,477.69,3821.52
1,O2000,P16,2,342.97,685.94
1,O2000,P78,9,457.9,4121.1
1,O2000,P34,3,53.69,161.07
1,O2000,P67,10,113.1,1131.0
1,O2000,P95,8,334.94,2679.52
1,O2000,P65,5,446.74,2233.7
1,O2000,P58,6,295.8,1774.8
1,O2000,P54,10,262.32,2623.2
1,O2000,P73,2,465.79,931.58
1,O2000,P4,5,247.46,1237.3
1,O2000,P54,2,45.97,91.94
1,O2000,P88,5,36.27,181.35
1,O2000,P86,6,442.08,2652.48
1,O2000,P0,10,91.59,915.9
1,O2000,P79,3,295.8,887.4
1,O2000,P41,4,126.76,507.04
1,O2000,P82,7,446.28,3123.96
1,O2000,P27,4,257.96,1031.84
1,O2000,P43,7,452.56,3167.92
1,O2000,P27,8,360.04,2880.32
1,O2000,P24,5,287.3,1436.5
1,O2000,P87,10,120.08,1200.8
1,O2000,P26,6,169.2,1015.2
1,O2000,P77,6,15.07,90.42
1,O2000,P61,6,264.48,1586.88
1,O2000,P62,2,148.91,297.82
1,O2000,P86,9,10.54,94.86
1,O2000,P97,3,366.95,1100.85
1,O2000,P97,10,372.01,3720.1
1,O2000,P57,2,447.85,895.7
1,O2000,P12,3,215.88,647.64
1,O2000,P38,1,314.64,314.64
1,O2000,P70,9,363.46,3271.14
1,O2000,P25,4,461.09,1844.36
1,O2000,P40,2,216.86,433.72
1,O2000,P19,8,284.45,2275.6
1,O2000,P12,3,153.58,460.74
1,O2000,P94,2,42.61,85.22
1,O2000,P63,8,56.91,455.28
1,O2000,P93,4,216.04,864.16
1,O2000,P24,4,325.36,1301.44
1,O2000,P90,8,37.98,303.84
1,O2000,P43,6,316.07,1896.42
1,O2000,P54,1,126.18,126.18
1,O2000,P99,3,374.01,1122.03
1,O2000,P97,3,277.85,833.55
1,O2000,P64,5,224.13,1120.65
1,O2000,P83,9,243.3,2189.7
1,O2000,P50,8,193.6,1548.8
1,O2000,P65,9,323.17,2908.53
1,O2000,P62,3,182.9,548.7
1,O2000,P99,10,191.14,1911.4
1,O2000,P76,6,406.81,2440.86
1,O2000,P90,9,59.06,531.54
1,O2000,P66,2,52.85,105.7
1,O2000,P84,2,203.16,406.32
1,O2000,P55,10,257.3,2573.0
1,O2000,P89,6,396.0,2376.0
1,O2000,P1,6,332.35,1994.1
1,O2000,P42,5,298.31,1491.55
1,O2000,P75,8,338.27,2706.16
1,O2000,P95,1,348.6,348.6
1,O2000,P93,9,289.69,2607.21
1,O2000,P15,2,374.89,749.78
1,O2000,P16,6,438.06,2628.36
1,O2000,P66,5,191.95,959.75
1,O2000,P66,1,136.88,136.88
1,O2000,P91,10,132.76,1327.6
1,O2000,P28,2,225.59,451.18
1,O2000,P42,6,444.85,2669.1
1,O2000,P31,7,67.55,472.85
1,O2000,P15,3,419.2,1257.6
1,O2000,P90,3,333.52,1000.56
1,O2000,P59,5,235.16,1175.8
1,O2000,P53,7,361.82,2532.74
1,O2000,P41,8,479.73,3837.84
1,O2000,P47,5,189.28,946.4
1,O2000,P86,1,477.52,477.52
1,O2000,P87,7,231.53,1620.71
1,O2000,P46,5,220.71,1103.55
1,O2000,P21,6,303.44,1820.64
1,O2000,P53,3,26.71,80.13
1,O2000,P16,1,348.14,348.14
1,O2000,P93,2,70.97,141.94
1,O2000,P73,2,169.28,338.56
1,O2000,P34,1,97.87,97.87
1,O2000,P12,2,308.26,616.52
1,O2000,P13,10,281.75,2817.5
1,O2000,P12,10,327.81,3278.1
1,O2000,P19,2,288.6,577.2
1,O2000,P0,10,305.8,3058.0
1,O2000,P90,7,494.93,3464.51
1,O2000,P85,2,309.03,618.06
1,O2000,P74,2,98.01,196.02
1,O2000,P42,1,202.81,202.81
1,O2000,P19,8,278.54,2228.32
1,O2000,P77,5,58.63,293.15
1,O2000,P10,2,289.46,578.92
1,O2000,P38,8,295.47,2363.76
1,O2000,P42,9,100.93,908.37
1,O2000,P8,8,312.37,2498.96
1,O2000,P44,4,410.47,1641.88
1,O2000,P62,1,441.13,441.13
1,O2000,P31,10,141.61,1416.1
1,O2000,P26,6,126.33,757.98
1,O2000,P36,6,122.26,733.56
1,O2000,P15,1,363.07,363.07
1,O2000,P52,4,212.26,849.04
1,O2000,P6,2,433.34,866.68
1,O2000,P22,6,117.86,707.16
1,O2000,P86,6,85.46,512.76
1,O2000,P63,8,418.5,3348.0
1,O2000,P56,3,417.16,1251.48
1,O2000,P68,1,57.48,57.48
1,O2000,P92,8,348.11,2784.88
1,O2000,P73,3,324.6,973.8
1,O2000,P59,1,157.44,157.44
1,O2000,P55,7,413.33,2893.31
1,O2000,P49,6,36.54,219.24
1,O2000,P66,9,15.15,136.35
1,O2000,P80,3,455.98,1367.94
1,O2000,P50,3,107.35,322.05
1,O2000,P39,5,272.3,1361.5
1,O2000,P0,8,481.5,3852.0
1,O2000,P55,1,58.66,58.66
1,O2000,P41,6,253.79,1522.74
1,O2000,P17,7,104.68,732.76
1,O2000,P75,10,282.18,2821.8
1,O2000,P68,4,197.11,788.44
1,O2000,P54,6,341.63,2049.78
1,O2000,P45,7,438.58,3070.06
1,O2000,P74,5,339.26,1696.3
1,O2000,P96,2,111.49,222.98
1,O2000,P24,10,166.45,1664.5
1,O2000,P86,7,183.89,1287.23
1,O2000,P66,2,271.76,543.52
1,O2000,P37,1,63.13,63.13
1,O2000,P56,6,258.87,1553.22
1,O2000,P17,5,310.9,1554.5
1,O2000,P98,6,399.3,2395.8
1,O2000,P77,2,403.34,806.68
1,O2000,P54,1,156.9,156.9
1,O2000,P63,2,319.97,639.94
1,O2000,P5,10,308.6,3086.0
1,O2000,P24,7,145.63,1019.41
1,O2000,P66,10,109.51,1095.1
1,O2000,P83,7,91.64,641.48
1,O2000,P27,5,435.43,2177.15
1,O2000,P72,6,304.18,1825.08
1,O2000,P62,4,233.77,935.08
1,O2000,P57,10,51.4,514.0
1,O2000,P6,4,466.63,1866.52
1,O2000,P26,2,86.68,173.36
1,O2000,P12,3,326.98,980.94
1,O2000,P74,4,113.87,455.48
1,O2000,P19,3,244.04,732.12
1,O2000,P39,3,168.5,505.5
1,O2000,P0,3,243.79,731.37
1,O2000,P60,8,124.51,996.08
1,O2000,P59,1,30.83,30.83
1,O2000,P93,9,376.65,3389.85
1,O2000,P91,4,103.4,413.6
1,O2000,P24,8,495.21,3961.68
1,O2000,P54,2,121.06,242.12
1,O2000,P60,1,297.45,297.45
1,O2000,P75,10,145.53,1455.3
1,O2000,P40,7,204.75,1433.25
1,O2000,P21,2,172.72,345.44
1,O2000,P85,3,393.53,1180.59
1,O2000,P3,6,410.9,2465.4
1,O2000,P46,4,28.09,112.36
1,O2000,P82,1,136.41,136.41
1,O2000,P78,1,486.76,486.76
1,O2000,P77,1,177.06,177.06
1,O2000,P21,2,232.54,465.08
1,O2000,P74,2,333.67,667.34
1,O2000,P13,8,12.5,100.0
1,O2000,P1,8,92.06,736.48
1,O2000,P59,3,395.79,1187.37
1,O2000,P26,3,488.22,1464.66
1,O2000,P63,2,308.46,616.92
1,O2000,P89,8,393.43,3147.44
1,O2000,P35,6,379.09,2274.54
1,O2000,P63,6,134.85,809.1
1,O2000,P17,6,62.79,376.74
1,O2000,P54,4,380.88,1523.52
1,O2000,P15,10,470.38,4703.8
1,O2000,P2,10,179.27,1792.7
1,O2000,P48,7,212.03,1484.21
1,O2000,P2,8,456.5,3652.0
1,O2000,P39,4,52.56,210.24
1,O2000,P5,2,142.32,284.64
1,O2000,P71,1,407.36,407.36
1,O2000,P45,9,314.52,2830.68
1,O2000,P65,1,149.21,149.21
1,O2000,P55,2,135.78,271.56
1,O2000,P27,5,255.48,1277.4
1,O2000,P93,8,391.89,3135.12
1,O2000,P97,10,271.05,2710.5
1,O2000,P70,5,82.72,413.6
1,O2000,P67,10,142.66,1426.6
1,O2000,P43,6,499.13,2994.78
1,O2000,P87,4,198.0,792.0
1,O2000,P89,1,38.74,38.74
1,O2000,P51,7,218.75,1531.25
1,O2000,P37,6,244.46,1466.76
1,O2000,P62,6,114.96,689.76
1,O2000,P87,2,166.73,333.46
1,O2000,P51,8,141.0,1128.0
1,O2000,P15,5,357.74,1788.7
1,O2000,P11,5,361.38,1806.9
1,O2000,P1,4,161.18,644.72
1,O2000,P26,6,379.52,2277.12
1,O2000,P92,4,492.66,1970.64
1,O2000,P5,1,461.76,461.76
1,O2000,P91,4,440.46,1761.84
1,O2000,P43,6,11.41,68.46
1,O2000,P39,2,491.59,983.18
1,O2000,P52,8,388.12,3104.96
1,O2000,P64,10,185.41,1854.1
1,O2000,P76,8,76.75,614.0
1,O2000,P46,10,435.43,4354.3
1,O2000,P31,5,162.33,811.65
1,O2000,P3,8,273.0,2184.0
1,O2000,P0,4,40.97,163.88
1,O2000,P59,5,421.89,2109.45
1,O2000,P68,5,494.85,2474.25
1,O2000,P96,8,72.02,576.16
1,O2000,P43,8,216.87,1734.96
1,O2000,P71,1,485.03,485.03
1,O2000,P27,9,281.48,2533.32
1,O2000,P63,8,476.39,3811.12
1,O2000,P27,7,274.62,1922.34
1,O2000,P65,2,423.19,846.38
1,O2000,P39,7,229.35,1605.45
1,O2000,P17,9,441.7,3975.3
1,O2000,P86,1,243.11,243.11
1,O2000,P73,10,222.5,2225.0
1,O2000,P57,3,224.37,673.11
1,O2000,P96,1,409.1,409.1
1,O2000,P52,10,172.23,1722.3
1,O2000,P75,3,471.82,1415.46
1,O2000,P26,6,271.3,1627.8
1,O2000,P45,7,293.36,2053.52
1,O2000,P28,2,34.23,68.46
1,O2000,P39,7,73.16,512.12
1,O2000,P76,6,455.28,2731.68
1,O2000,P28,3,338.61,1015.83
1,O2000,P23,3,173.5,520.5
1,O2000,P56,2,313.09,626.18
1,O2000,P74,9,335.57,3020.13
1,O2000,P86,9,425.97,3833.73
1,O2000,P77,2,111.97,223.94
1,O2000,P37,5,226.07,1130.35
1,O2000,P4,6,364.23,2185.38
1,O2000,P93,5,259.43,1297.15
1,O2000,P15,8,199.22,1593.76
1,O2000,P19,1,157.62,157.62
1,O2000,P77,5,318.38,1591.9
1,O2000,P94,9,195.65,1760.85
1,O2000,P24,10,289.76,2897.6
1,O2000,P8,7,359.67,2517.69
1,O2000,P77,6,76.9,461.4
1,O2000,P96,2,354.37,708.74
1,O2000,P8,4,400.67,1602.68
1,O2000,P82,3,406.36,1219.08
1,O2000,P3,7,243.34,1703.38
1,O2000,P70,7,378.85,2651.95
1,O2000,P85,4,12.16,48.64
1,O2000,P55,10,405.04,4050.4
1,O2000,P37,3,452.79,1358.37
1,O2000,P86,7,446.9,3128.3
1,O2000,P44,9,249.76,2247.84
1,O2000,P19,1,83.71,83.71
1,O2000,P69,6,238.24,1429.44
1,O2000,P72,10,408.89,4088.9
1,O2000,P92,7,72.64,508.48
1,O2000,P56,9,323.65,2912.85
1,O2000,P8,6,59.62,357.72
1,O2000,P13,6,375.37,2252.22
1,O2000,P84,2,387.45,774.9
1,O2000,P32,10,113.61,1136.1
1,O2000,P69,10,137.46,1374.6
1,O2000,P61,3,433.17,1299.51
1,O2000,P17,3,437.45,1312.35
1,O2000,P9,3,50.64,151.92
1,O2000,P22,5,14.73,73.65
1,O2000,P94,8,493.24,3945.92
1,O2000,P41,5,101.7,508.5
1,O2000,P70,5,234.74,1173.7
1,O2000,P55,1,302.78,302.78
1,O2000,P0,10,46.47,464.7
1,O2000,P44,2,152.84,305.68
1,O2000,P46,1,50.47,50.47
1,O2000,P31,2,166.56,333.12
1,O2000,P55,2,344.52,689.04
1,O2000,P90,10,18.13,181.3
1,O2000,P69,6,43.35,260.1
1,O2000,P68,1,406.16,406.16
1,O2000,P26,10,46.21,462.1
1,O2000,P74,9,165.96,1493.64
1,O2000,P93,1,376.78,376.78
1,O2000,P49,2,13.31,26.62
1,O2000,P64,5,52.22,261.1
1,O2000,P82,1,382.53,382.53
1,O2000,P17,7,90.16,631.12
1,O2000,P62,8,435.93,3487.44
1,O2000,P51,7,356.62,2496.34
1,O2000,P46,3,54.22,162.66
1,O2000,P76,2,407.93,815.86
1,O2000,P43,10,180.65,1806.5
1,O2000,P95,10,133.66,1336.6
1,O2000,P8,3,418.52,1255.56
1,O2000,P36,3,93.67,281.01
1,O2000,P34,1,106.96,106.96
1,O2000,P36,6,322.98,1937.88
1,O2000,P1,6,402.0,2412.0
1,O2000,P55,10,442.69,4426.9
1,O2000,P97,10,159.94,1599.4
1,O2000,P33,9,352.01,3168.09
1,O2000,P83,9,158.09,1422.81
1,O2000,P55,4,112.32,449.28
1,O2000,P64,4,194.62,778.48
1,O2000,P52,10,160.99,1609.9
1,O2000,P47,4,10.68,42.72
1,O2000,P93,2,43.87,87.74
1,O2000,P0,8,216.42,1731.36
1,O2000,P23,6,61.06,366.36
1,O2000,P87,8,157.13,1257.04
1,O2000,P12,8,160.67,1285.36
1,O2000,P2,4,59.87,239.48
1,O2000,P6,8,46.13,369.04
1,O2000,P92,2,418.74,837.48
1,O2000,P40,7,45.2,316.4
1,O2000,P12,1,264.55,264.55
1,O2000,P24,3,114.45,343.35
1,O2000,P73,6,20.04,120.24
1,O2000,P35,1,412.88,412.88
1,O2000,P43,5,295.43,1477.15
1,O2000,P37,7,389.2,2724.4
1,O2000,P0,9,40.24,362.16
1,O2000,P21,5,212.45,1062.25
1,O2000,P24,3,429.96,1289.88
1,O2000,P31,9,168.33,1514.97
1,O2000,P65,2,13.67,27.34
1,O2000,P7,3,33.1,99.3
1,O2000,P65,5,276.25,1381.25
1,O2000,P71,10,337.14,3371.4
1,O2000,P94,3,307.34,922.02
1,O2000,P29,7,112.07,784.49
1,O2000,P73,9,412.89,3716.01
1,O2000,P19,5,260.75,1303.75
1,O2000,P18,10,41.28,412.8
1,O2000,P72,3,352.89,1058.67
1,O2000,P12,9,14.45,130.05
1,O2000,P13,6,405.74,2434.44
1,O2000,P10,9,93.24,839.16
1,O2000,P73,9,198.02,1782.18
1,O2000,P20,7,131.9,923.3
1,O2000,P37,1,210.23,210.23
1,O2000,P93,8,281.5,2252.0
1,O2000,P22,8,389.75,3118.0
1,O2000,P60,10,282.88,2828.8
1,O2000,P69,10,61.04,610.4
1,O2000,P15,3,381.15,1143.45
1,O2000,P84,7,108.24,757.68
1,O2000,P55,3,426.03,1278.09
1,O2000,P18,4,181.01,724.04
1,O2000,P78,1,197.55,197.55
1,O2000,P63,2,84.36,168.72
1,O2000,P42,9,410.63,3695.67
1,O2000,P74,10,420.54,4205.4
1,O2000,P32,1,274.71,274.71
1,O2000,P45,10,372.36,3723.6
1,O2000,P3,5,308.39,1541.95
1,O2000,P86,3,193.26,579.78
1,O2000,P31,4,445.42,1781.68
1,O2000,P16,9,426.27,3836.43
1,O2000,P12,7,136.38,954.66
1,O2000,P41,8,318.26,2546.08
1,O2000,P51,1,204.19,204.19
1,O2000,P54,6,35.74,214.44
1,O2000,P78,3,187.03,561.09
1,O2000,P42,8,125.3,1002.4
1,O2000,P64,9,153.09,1377.81
1,O2000,P48,4,181.18,724.72
1,O2000,P6,8,269.31,2154.48
1,O2000,P52,3,367.79,1103.37
1,O2000,P11,9,319.91,2879.19
1,O2000,P78,9,444.16,3997.44
1,O2000,P12,10,185.68,1856.8
1,O2000,P94,7,447.65,3133.55
1,O2000,P24,4,24.58,98.32
1,O2000,P15,3,282.12,846.36
1,O2000,P17,2,349.99,699.98
1,O2000,P7,6,492.96,2957.76
1,O2000,P70,6,26.7,160.2
1,O2000,P2,2,120.86,241.72
1,O2000,P86,3,364.62,1093.86
1,O2000,P20,10,34.61,346.1
1,O2000,P17,5,386.54,1932.7
1,O2000,P47,4,29.26,117.04
1,O2000,P71,10,344.46,3444.6
1,O2000,P19,6,196.0,1176.0
1,O2000,P91,4,241.94,967.76
1,O2000,P86,1,149.04,149.04
1,O2000,P99,4,421.79,1687.16
1,O2000,P87,9,303.17,2728.53
1,O2000,P94,8,224.95,1799.6
1,O2000,P78,5,240.17,1200.85
1,O2000,P49,2,258.52,517.04
1,O2000,P55,3,345.32,1035.96
1,O2000,P22,7,451.95,3163.65
1,O2000,P67,10,40.9,409.0
1,O2000,P91,3,318.81,956.43
1,O2000,P36,9,483.68,4353.12
1,O2000,P74,10,259.3,2593.0
1,O2000,P19,5,314.98,1574.9
1,O2000,P7,10,213.87,2138.7
1,O2000,P89,3,16.23,48.69
1,O2000,P97,9,384.17,3457.53
1,O2000,P23,2,119.2,238.4
